City,"Meal, Inexpensive Restaurant","Meal for 2 People, Mid range Restaurant, Three course",McMeal at McDonalds (or Equivalent Combo Meal),Domestic Beer (0.5 liter draught),Imported Beer (0.33 liter bottle),Cappuccino (regular),Coke/Pepsi (0.33 liter bottle),Water (0.33 liter bottle),Markets,"Milk (regular), (1 liter)",Loaf of Fresh White Bread (500g),"Rice (white), (1kg)",Eggs (regular) (12),Local Cheese (1kg),Chicken Fillets (1kg),Beef Round (1kg) (or Equivalent Back Leg Red Meat),Apples (1kg),Banana (1kg),Oranges (1kg),Tomato (1kg),Potato (1kg),Onion (1kg),Lettuce (1 head),Water (1.5 liter bottle),Bottle of Wine (Mid Range),Domestic Beer (0.5 liter bottle),Imported Beer (0.33 liter bottle),Cigarettes 20 Pack (Marlboro),Transportation,One way Ticket (Local Transport),Monthly Pass (Regular Price),Taxi Start (Normal Tariff),Taxi 1km (Normal Tariff),Taxi 1hour Waiting (Normal Tariff),Gasoline (1 liter),Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),Utilities (Monthly),"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment",1 min. of Prepaid Mobile Tariff Local (No Discounts or Plans),"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",Sports And Leisure,"Fitness Club, Monthly Fee for 1 Adult",Tennis Court Rent (1 Hour on Weekend),"Cinema, International Release, 1 Seat",Childcare,"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child","International Primary School, Yearly for 1 Child",Clothing And Shoes,1 Pair of Jeans (Levis 501 Or Similar),"1 Summer Dress in a Chain Store (Zara, H&M, ...)",1 Pair of Nike Running Shoes (Mid Range),1 Pair of Men Leather Business Shoes,Rent Per Month,Apartment (1 bedroom) in City Centre,Apartment (1 bedroom) Outside of Centre,Apartment (3 bedrooms) in City Centre,Apartment (3 bedrooms) Outside of Centre,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,Price per Square Meter to Buy Apartment Outside of Centre,Salaries And Financing,Average Monthly Net Salary (After Tax),"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed Rate"
Parma,17.50 €,60.00 €,8.75 €,5.00 €,4.75 €,1.50 €,2.50 €,1.00 €,Edit,1.46 €,1.58 €,1.87 €,2.12 €,16.80 €,9.08 €,13.75 €,1.67 €,1.76 €,2.02 €,1.60 €,0.92 €,1.10 €,0.72 €,0.83 €,5.00 €,1.79 €,2.12 €,5.45 €,Edit,1.50 €,33.50 €,4.50 €,1.50 €,35.00 €,1.60 €,"25,000.00 €","25,383.33 €",Edit,185.03 €,0.10 €,31.25 €,Edit,53.57 €,19.50 €,10.00 €,Edit,500.00 €,"8,133.33 €",Edit,83.75 €,38.75 €,91.88 €,144.29 €,Edit,603.33 €,456.25 €,"1,122.22 €",828.75 €,Edit,"3,312.50 €","2,125.00 €",Edit,"1,448.12 €",1.95
Worcester,12.48 €,54.08 €,5.82 €,4.16 €,5.41 €,3.33 €,1.63 €,1.53 €,Edit,0.79 €,2.18 €,3.00 €,2.62 €,8.60 €,8.71 €,13.29 €,3.49 €,1.05 €,4.75 €,4.20 €,1.60 €,2.29 €,1.25 €,1.66 €,13.31 €,2.50 €,3.33 €,8.74 €,Edit,1.46 €,47.42 €,2.70 €,1.29 €,18.30 €,0.51 €,"23,703.92 €","19,545.00 €",Edit,154.29 €,0.02 €,50.44 €,Edit,28.60 €,27.45 €,10.82 €,Edit,947.50 €,"25,790.45 €",Edit,28.29 €,19.97 €,65.17 €,79.04 €,Edit,908.21 €,748.75 €,"1,393.52 €","1,421.25 €",Edit,"5,910.32 €","2,238.76 €",Edit,"2,569.89 €",4.22
Turku,15.00 €,80.00 €,8.00 €,5.75 €,7.00 €,3.44 €,2.50 €,1.75 €,Edit,0.96 €,1.84 €,1.63 €,2.13 €,11.06 €,10.94 €,17.80 €,2.23 €,1.45 €,2.09 €,3.39 €,1.02 €,1.50 €,1.51 €,1.40 €,11.00 €,2.79 €,2.80 €,8.00 €,Edit,3.00 €,52.00 €,8.00 €,2.00 €,44.40 €,1.61 €,"20,980.00 €","29,215.50 €",Edit,118.42 €,0.07 €,20.42 €,Edit,38.22 €,23.80 €,15.00 €,Edit,335.00 €,?,Edit,92.86 €,33.74 €,80.00 €,100.62 €,Edit,645.00 €,519.00 €,"1,125.00 €",900.00 €,Edit,"4,698.94 €","2,600.00 €",Edit,"2,622.22 €",1.74
Kragujevac,4.27 €,17.10 €,4.96 €,1.54 €,2.14 €,1.01 €,1.16 €,0.88 €,Edit,0.69 €,0.44 €,1.45 €,1.13 €,3.85 €,4.07 €,6.01 €,0.83 €,1.07 €,1.15 €,0.83 €,0.54 €,0.54 €,0.44 €,0.36 €,3.63 €,0.52 €,0.99 €,3.03 €,Edit,0.77 €,23.94 €,0.51 €,0.43 €,3.42 €,1.32 €,"19,075.54 €","19,027.59 €",Edit,122.53 €,0.13 €,17.65 €,Edit,18.70 €,10.54 €,3.42 €,Edit,119.68 €,?,Edit,50.51 €,28.12 €,68.14 €,73.84 €,Edit,198.13 €,109.42 €,334.52 €,199.69 €,Edit,"1,132.46 €",792.58 €,Edit,472.06 €,3.50
Olsztyn,6.58 €,21.93 €,4.39 €,1.32 €,0.99 €,1.79 €,0.69 €,0.55 €,Edit,0.62 €,0.69 €,0.75 €,1.60 €,4.98 €,3.26 €,6.69 €,0.88 €,1.05 €,1.15 €,1.32 €,0.57 €,0.77 €,0.75 €,0.44 €,4.83 €,0.83 €,0.99 €,3.40 €,Edit,0.66 €,17.55 €,1.21 €,0.44 €,7.65 €,1.06 €,"17,238.73 €","19,355.19 €",Edit,165.85 €,0.04 €,11.90 €,Edit,23.58 €,15.90 €,5.26 €,Edit,128.85 €,?,Edit,70.18 €,37.28 €,67.36 €,89.61 €,Edit,394.78 €,303.92 €,736.30 €,504.44 €,Edit,"2,052.23 €","1,441.26 €",Edit,575.72 €,4.00
Miskolc,5.56 €,19.44 €,4.86 €,1.18 €,1.39 €,1.08 €,0.95 €,0.66 €,Edit,0.71 €,0.61 €,1.00 €,1.53 €,5.46 €,3.98 €,7.08 €,1.18 €,1.27 €,1.41 €,1.61 €,0.72 €,0.76 €,0.76 €,0.30 €,2.78 €,0.75 €,0.97 €,3.75 €,Edit,0.97 €,19.44 €,1.25 €,0.78 €,11.67 €,1.06 €,"16,665.11 €","15,609.65 €",Edit,146.09 €,0.06 €,12.31 €,Edit,23.61 €,6.94 €,4.17 €,Edit,117.58 €,"1,944.26 €",Edit,48.61 €,24.07 €,50.00 €,59.44 €,Edit,210.05 €,154.50 €,364.55 €,258.66 €,Edit,832.14 €,538.84 €,Edit,550.20 €,6.17
Netanya,12.83 €,64.13 €,13.34 €,6.54 €,7.44 €,2.93 €,2.27 €,1.80 €,Edit,1.46 €,1.57 €,2.38 €,3.05 €,12.54 €,8.24 €,18.47 €,2.65 €,2.18 €,2.11 €,1.41 €,1.04 €,1.17 €,1.36 €,0.87 €,7.70 €,2.18 €,2.94 €,8.98 €,Edit,1.54 €,64.13 €,6.16 €,?,?,1.57 €,"37,965.86 €","35,073.53 €",Edit,169.28 €,0.06 €,20.82 €,Edit,62.30 €,15.39 €,11.29 €,Edit,611.39 €,"11,415.41 €",Edit,91.39 €,49.44 €,109.66 €,124.09 €,Edit,831.88 €,641.32 €,"1,310.12 €","1,172.69 €",Edit,"4,745.73 €","3,912.02 €",Edit,"2,052.21 €",3.42
Pitesti,3.05 €,16.24 €,3.65 €,1.22 €,1.32 €,1.20 €,1.05 €,0.78 €,Edit,0.92 €,0.43 €,1.02 €,2.22 €,4.75 €,4.51 €,5.18 €,0.77 €,1.20 €,1.16 €,0.97 €,0.55 €,0.48 €,0.59 €,0.54 €,4.77 €,0.63 €,0.99 €,4.16 €,Edit,0.41 €,14.72 €,0.42 €,0.41 €,5.08 €,1.14 €,"15,960.00 €","18,098.74 €",Edit,109.28 €,0.05 €,7.71 €,Edit,25.38 €,17.26 €,4.77 €,Edit,453.42 €,"10,151.18 €",Edit,36.54 €,20.71 €,48.73 €,46.02 €,Edit,223.33 €,148.88 €,395.90 €,280.85 €,Edit,"1,142.01 €",862.85 €,Edit,493.35 €,9.33
Breda,20.00 €,60.00 €,8.00 €,5.00 €,3.50 €,2.54 €,2.51 €,2.19 €,Edit,0.87 €,1.98 €,1.97 €,1.96 €,10.67 €,7.53 €,15.56 €,1.88 €,1.31 €,1.22 €,2.03 €,1.28 €,1.20 €,0.78 €,0.59 €,5.00 €,1.18 €,1.68 €,8.00 €,Edit,3.98 €,130.00 €,3.00 €,3.00 €,33.30 €,1.59 €,"22,250.00 €","24,000.00 €",Edit,150.43 €,0.17 €,42.00 €,Edit,26.46 €,15.00 €,11.00 €,Edit,"1,500.00 €","4,000.00 €",Edit,86.12 €,36.25 €,97.38 €,134.00 €,Edit,"1,025.62 €",671.43 €,"1,339.00 €","1,073.75 €",Edit,"3,175.00 €","2,968.52 €",Edit,"2,545.24 €",3.17
Rancho Cucamonga,12.90 €,41.60 €,8.32 €,4.86 €,5.82 €,3.58 €,1.54 €,1.16 €,Edit,0.72 €,2.18 €,4.27 €,2.70 €,9.17 €,7.95 €,11.00 €,4.27 €,1.09 €,3.67 €,3.66 €,2.75 €,2.14 €,0.82 €,1.25 €,8.32 €,2.20 €,2.50 €,6.66 €,Edit,1.46 €,45.76 €,2.16 €,1.34 €,16.64 €,0.73 €,"15,763.37 €","17,221.36 €",Edit,127.42 €,0.08 €,46.59 €,Edit,28.08 €,20.79 €,10.40 €,Edit,776.49 €,"7,154.77 €",Edit,43.31 €,20.80 €,54.63 €,70.02 €,Edit,"1,372.02 €","1,236.28 €","2,256.66 €","2,215.07 €",Edit,"1,119.38 €","1,119.38 €",Edit,"3,651.43 €",4.58
Santa Clarita,16.64 €,45.76 €,6.66 €,4.58 €,4.99 €,4.16 €,1.66 €,1.27 €,Edit,0.74 €,2.99 €,2.45 €,2.06 €,11.46 €,12.22 €,11.27 €,2.35 €,1.18 €,2.58 €,2.96 €,1.64 €,1.94 €,1.49 €,1.46 €,9.15 €,1.74 €,2.27 €,7.90 €,Edit,1.66 €,149.75 €,2.37 €,1.40 €,24.96 €,0.74 €,"28,198.95 €","18,254.37 €",Edit,103.56 €,0.17 €,51.70 €,Edit,24.40 €,29.12 €,11.86 €,Edit,748.75 €,"6,239.62 €",Edit,41.18 €,29.12 €,63.23 €,78.87 €,Edit,"1,649.04 €","1,609.30 €","2,399.25 €","2,153.63 €",Edit,"2,924.71 €","2,857.77 €",Edit,"3,722.98 €",3.46
Geoje,5.21 €,22.33 €,5.02 €,2.61 €,2.46 €,3.10 €,0.99 €,0.52 €,Edit,1.82 €,1.02 €,4.09 €,1.64 €,8.19 €,14.14 €,11.16 €,13.40 €,3.72 €,2.68 €,8.19 €,3.87 €,1.49 €,?,0.93 €,22.33 €,2.98 €,?,3.57 €,Edit,0.93 €,?,2.46 €,1.12 €,11.16 €,1.24 €,"22,329.03 €","19,351.83 €",Edit,126.53 €,?,?,Edit,?,?,8.93 €,Edit,372.15 €,?,Edit,66.99 €,21.58 €,89.32 €,148.86 €,Edit,?,?,893.16 €,?,Edit,?,?,Edit,?,?
Arad,3.65 €,20.30 €,3.25 €,1.02 €,1.73 €,1.35 €,1.17 €,1.02 €,Edit,0.83 €,0.54 €,1.04 €,1.77 €,4.83 €,4.34 €,7.92 €,0.75 €,1.10 €,1.16 €,1.10 €,0.55 €,0.69 €,0.66 €,0.51 €,5.08 €,0.84 €,1.22 €,3.86 €,Edit,0.61 €,18.27 €,0.61 €,0.61 €,6.09 €,1.14 €,"15,960.00 €","16,922.01 €",Edit,102.89 €,0.05 €,7.61 €,Edit,29.82 €,9.28 €,4.47 €,Edit,172.57 €,"5,075.59 €",Edit,44.09 €,25.06 €,53.66 €,68.16 €,Edit,167.96 €,133.87 €,303.10 €,236.82 €,Edit,790.64 €,691.58 €,Edit,542.62 €,5.15
Suva,3.28 €,32.82 €,5.54 €,2.67 €,3.90 €,2.41 €,1.06 €,0.76 €,Edit,1.08 €,0.45 €,1.21 €,2.56 €,7.63 €,4.15 €,4.27 €,1.50 €,1.47 €,1.37 €,1.23 €,1.10 €,0.91 €,0.89 €,0.69 €,7.38 €,1.85 €,2.77 €,6.56 €,Edit,0.29 €,25.39 €,0.62 €,0.41 €,2.46 €,0.85 €,"16,408.87 €","17,815.34 €",Edit,71.45 €,0.13 €,24.46 €,Edit,22.03 €,5.27 €,3.49 €,Edit,185.19 €,"5,845.66 €",Edit,22.29 €,18.97 €,54.11 €,59.48 €,Edit,456.37 €,223.34 €,"1,066.58 €",548.67 €,Edit,"2,256.22 €","1,210.15 €",Edit,641.80 €,7.35
Fort Lauderdale,13.73 €,49.92 €,5.41 €,4.16 €,4.99 €,3.45 €,1.51 €,1.23 €,Edit,0.92 €,3.12 €,5.47 €,2.22 €,9.24 €,11.00 €,13.39 €,4.44 €,1.43 €,4.45 €,4.71 €,2.87 €,3.05 €,1.79 €,1.61 €,11.65 €,2.29 €,2.81 €,5.82 €,Edit,1.66 €,58.24 €,2.12 €,1.24 €,19.97 €,0.52 €,"18,302.90 €","16,436.00 €",Edit,107.77 €,0.13 €,47.11 €,Edit,28.35 €,12.48 €,9.98 €,Edit,772.52 €,"21,630.70 €",Edit,33.66 €,27.92 €,58.51 €,80.42 €,Edit,"1,483.18 €","1,152.71 €","2,437.47 €","2,050.85 €",Edit,"5,275.18 €","1,873.69 €",Edit,"3,602.05 €",3.84
Holon,15.39 €,51.31 €,12.83 €,8.47 €,8.21 €,3.53 €,2.24 €,1.59 €,Edit,1.58 €,1.62 €,2.05 €,3.90 €,6.16 €,10.69 €,17.10 €,2.48 €,2.31 €,1.54 €,2.39 €,1.45 €,0.94 €,0.86 €,1.28 €,8.72 €,2.92 €,2.91 €,9.23 €,Edit,1.51 €,61.69 €,4.49 €,1.03 €,23.09 €,1.62 €,"35,913.65 €","37,837.60 €",Edit,173.58 €,0.08 €,21.38 €,Edit,54.51 €,12.51 €,9.49 €,Edit,686.21 €,"8,773.19 €",Edit,64.13 €,79.52 €,105.82 €,118.64 €,Edit,977.62 €,817.68 €,"1,231.33 €","1,111.61 €",Edit,"5,814.59 €","4,702.98 €",Edit,"2,154.82 €",4.83
Huntsville,9.98 €,39.52 €,5.82 €,3.33 €,4.16 €,3.88 €,1.47 €,1.01 €,Edit,0.52 €,2.09 €,3.30 €,1.43 €,8.48 €,6.35 €,9.93 €,5.32 €,1.25 €,3.32 €,2.61 €,2.93 €,2.38 €,1.31 €,1.04 €,9.98 €,3.17 €,3.05 €,4.99 €,Edit,0.83 €,31.61 €,2.91 €,1.03 €,20.80 €,0.48 €,"20,798.75 €","19,136.24 €",Edit,113.73 €,0.25 €,53.15 €,Edit,18.30 €,10.82 €,7.49 €,Edit,658.63 €,"10,316.18 €",Edit,29.59 €,24.96 €,51.68 €,67.15 €,Edit,889.15 €,548.05 €,"1,483.64 €",980.51 €,Edit,"1,644.59 €",677.94 €,Edit,"2,741.23 €",4.10
Oceanside,12.48 €,54.08 €,6.66 €,4.99 €,5.82 €,3.74 €,1.39 €,1.41 €,Edit,0.78 €,2.43 €,3.42 €,2.22 €,11.92 €,15.90 €,8.23 €,4.35 €,1.18 €,3.67 €,3.90 €,3.52 €,2.93 €,1.33 €,1.94 €,9.98 €,1.78 €,1.66 €,7.90 €,Edit,2.08 €,54.08 €,2.33 €,1.76 €,20.80 €,0.76 €,"19,550.82 €","22,046.67 €",Edit,116.86 €,0.09 €,62.81 €,Edit,20.11 €,10.26 €,11.65 €,Edit,721.02 €,"3,327.80 €",Edit,43.97 €,33.28 €,68.22 €,86.31 €,Edit,"1,526.63 €","1,366.77 €","2,026.94 €","1,961.02 €",Edit,"19,088.84 €","5,388.84 €",Edit,"3,208.00 €",3.69
Geelong,14.77 €,51.36 €,5.30 €,4.49 €,5.14 €,2.89 €,1.86 €,1.82 €,Edit,0.88 €,2.30 €,1.93 €,2.87 €,6.16 €,10.27 €,13.53 €,3.30 €,2.12 €,1.94 €,4.83 €,1.93 €,1.77 €,2.14 €,1.61 €,6.74 €,4.57 €,4.17 €,22.47 €,Edit,1.61 €,108.14 €,2.31 €,1.18 €,24.77 €,0.91 €,"17,970.03 €","17,124.71 €",Edit,97.91 €,0.16 €,57.77 €,Edit,37.56 €,16.05 €,7.70 €,Edit,770.42 €,"3,262.08 €",Edit,52.43 €,77.04 €,104.86 €,92.02 €,Edit,738.32 €,490.78 €,"1,373.91 €","1,005.83 €",Edit,"4,284.88 €","3,513.83 €",Edit,"1,958.15 €",4.50
Al khubar,3.33 €,29.95 €,5.55 €,1.00 €,0.78 €,2.61 €,0.58 €,0.20 €,Edit,1.22 €,0.85 €,1.33 €,1.64 €,3.66 €,5.18 €,8.32 €,1.55 €,1.18 €,1.18 €,0.89 €,0.89 €,0.83 €,1.33 €,0.44 €,1.11 €,0.94 €,1.18 €,5.77 €,Edit,1.11 €,33.27 €,3.33 €,2.22 €,8.87 €,0.35 €,"17,745.80 €","15,971.22 €",Edit,92.69 €,0.13 €,46.58 €,Edit,99.59 €,16.64 €,14.42 €,Edit,180.23 €,"5,841.33 €",Edit,35.49 €,36.38 €,66.55 €,76.05 €,Edit,301.68 €,260.64 €,962.71 €,523.50 €,Edit,?,?,Edit,"2,059.78 €",4.00
Overland Park,11.65 €,49.92 €,5.82 €,3.74 €,4.16 €,3.27 €,1.07 €,1.00 €,Edit,0.75 €,2.62 €,2.43 €,1.42 €,7.57 €,9.35 €,10.17 €,3.97 €,1.25 €,2.01 €,3.95 €,2.80 €,2.07 €,1.21 €,1.80 €,11.65 €,1.31 €,1.25 €,6.86 €,Edit,1.25 €,22.46 €,8.32 €,1.55 €,?,0.48 €,"21,630.70 €","18,406.89 €",Edit,154.74 €,0.10 €,59.54 €,Edit,41.00 €,12.48 €,9.98 €,Edit,890.71 €,"6,946.78 €",Edit,40.21 €,29.12 €,67.18 €,85.27 €,Edit,818.08 €,694.68 €,"1,691.63 €","1,289.52 €",Edit,"1,736.00 €","1,265.61 €",Edit,"3,273.72 €",4.24
Sherbrooke,8.80 €,40.61 €,6.77 €,4.06 €,4.74 €,2.15 €,1.35 €,0.99 €,Edit,1.53 €,2.07 €,1.47 €,1.89 €,10.09 €,7.67 €,7.22 €,2.23 €,0.89 €,2.93 €,2.71 €,1.41 €,1.73 €,1.35 €,1.08 €,9.48 €,1.11 €,1.29 €,6.77 €,Edit,2.23 €,54.15 €,2.37 €,1.15 €,25.99 €,0.74 €,"14,988.01 €","15,461.29 €",Edit,55.27 €,0.14 €,43.43 €,Edit,17.77 €,7.81 €,5.41 €,Edit,267.35 €,"4,737.79 €",Edit,39.93 €,28.77 €,68.25 €,59.22 €,Edit,368.45 €,315.85 €,679.25 €,583.76 €,Edit,"1,489.02 €","1,434.87 €",Edit,"2,234.76 €",3.58
Alor Setar,1.22 €,8.13 €,3.05 €,3.66 €,4.57 €,1.79 €,0.43 €,0.23 €,Edit,1.20 €,0.63 €,0.92 €,1.15 €,14.32 €,1.81 €,7.57 €,1.22 €,1.06 €,2.14 €,1.41 €,0.75 €,1.43 €,0.81 €,0.28 €,13.20 €,2.32 €,2.59 €,4.47 €,Edit,0.72 €,?,0.51 €,0.51 €,?,0.40 €,"30,470.64 €","24,376.51 €",Edit,28.37 €,0.07 €,30.98 €,Edit,21.33 €,?,3.05 €,Edit,91.41 €,"7,323.11 €",Edit,50.78 €,16.25 €,38.60 €,40.63 €,Edit,96.49 €,50.78 €,162.51 €,91.41 €,Edit,?,?,Edit,345.33 €,4.17
Szeged,5.56 €,27.78 €,4.44 €,1.18 €,1.39 €,1.16 €,1.00 €,0.74 €,Edit,0.69 €,0.73 €,1.15 €,1.60 €,5.99 €,4.09 €,7.45 €,1.46 €,1.25 €,1.50 €,1.45 €,0.77 €,0.76 €,0.78 €,0.33 €,3.33 €,0.78 €,1.04 €,3.97 €,Edit,1.03 €,19.44 €,1.53 €,1.22 €,10.83 €,1.12 €,"15,380.31 €","18,211.26 €",Edit,137.71 €,0.07 €,12.79 €,Edit,27.64 €,7.10 €,4.17 €,Edit,146.02 €,"5,666.14 €",Edit,50.83 €,22.97 €,63.01 €,71.03 €,Edit,300.63 €,218.55 €,456.17 €,344.59 €,Edit,"1,364.07 €",980.47 €,Edit,663.26 €,4.49
Rzeszow,5.37 €,21.93 €,4.39 €,1.54 €,1.64 €,1.60 €,0.92 €,0.95 €,Edit,0.54 €,0.71 €,0.77 €,1.81 €,5.53 €,3.69 €,7.90 €,0.88 €,1.03 €,1.24 €,1.32 €,0.51 €,0.77 €,0.69 €,0.42 €,4.06 €,0.68 €,1.18 €,3.81 €,Edit,0.79 €,19.74 €,1.54 €,0.53 €,5.26 €,1.09 €,"17,238.73 €","15,718.09 €",Edit,74.77 €,0.07 €,11.60 €,Edit,21.53 €,12.89 €,5.43 €,Edit,126.11 €,"1,973.90 €",Edit,71.55 €,34.46 €,80.66 €,103.90 €,Edit,418.54 €,286.69 €,537.34 €,467.89 €,Edit,"1,806.67 €","1,461.23 €",Edit,638.16 €,5.12
Plzen,5.03 €,21.46 €,5.03 €,1.35 €,1.55 €,1.84 €,0.93 €,0.74 €,Edit,0.61 €,0.97 €,1.73 €,1.55 €,10.02 €,5.89 €,9.78 €,1.31 €,1.13 €,1.36 €,2.13 €,0.59 €,0.70 €,0.87 €,0.45 €,4.64 €,0.71 €,1.21 €,4.83 €,Edit,0.70 €,19.14 €,1.16 €,1.12 €,9.28 €,1.18 €,"17,399.80 €","17,786.46 €",Edit,165.13 €,0.14 €,14.98 €,Edit,28.56 €,5.99 €,6.96 €,Edit,164.33 €,"4,639.95 €",Edit,82.86 €,30.38 €,70.89 €,80.34 €,Edit,363.46 €,300.74 €,535.80 €,480.57 €,Edit,"2,358.64 €","1,822.84 €",Edit,"1,063.00 €",2.45
Sudbury,13.54 €,47.38 €,8.12 €,3.38 €,4.40 €,2.37 €,1.85 €,1.27 €,Edit,1.53 €,1.99 €,2.64 €,1.98 €,6.76 €,9.82 €,8.95 €,1.97 €,1.13 €,2.28 €,3.13 €,1.84 €,2.30 €,1.76 €,1.01 €,10.15 €,1.64 €,2.03 €,8.63 €,Edit,2.32 €,62.61 €,3.13 €,0.68 €,18.95 €,0.79 €,"17,597.52 €","20,526.16 €",Edit,144.93 €,0.18 €,60.72 €,Edit,34.94 €,19.85 €,9.48 €,Edit,649.62 €,?,Edit,52.91 €,32.87 €,89.53 €,111.10 €,Edit,700.52 €,597.06 €,"1,276.30 €",961.10 €,Edit,"3,196.86 €","3,278.39 €",Edit,"1,973.55 €",3.78
Abbotsford,12.18 €,50.76 €,6.77 €,3.72 €,4.74 €,3.25 €,1.33 €,1.11 €,Edit,1.88 €,1.94 €,3.49 €,2.24 €,8.63 €,9.70 €,10.83 €,3.01 €,1.26 €,5.41 €,3.18 €,2.00 €,2.02 €,1.49 €,1.87 €,10.15 €,2.80 €,3.70 €,12.18 €,Edit,1.69 €,39.59 €,2.35 €,1.27 €,?,0.85 €,"17,597.52 €","16,356.67 €",Edit,74.54 €,0.30 €,51.52 €,Edit,25.04 €,15.23 €,10.15 €,Edit,676.83 €,?,Edit,42.89 €,26.73 €,65.06 €,99.41 €,Edit,808.43 €,691.87 €,"1,315.58 €","1,227.96 €",Edit,"3,347.35 €","3,287.98 €",Edit,"2,137.00 €",3.21
Perugia,11.00 €,50.50 €,8.00 €,4.25 €,3.00 €,1.41 €,1.71 €,0.79 €,Edit,0.74 €,1.40 €,2.14 €,2.64 €,10.95 €,7.64 €,12.64 €,1.38 €,1.24 €,1.43 €,1.88 €,1.14 €,1.31 €,1.12 €,0.54 €,4.50 €,1.35 €,1.43 €,5.60 €,Edit,1.50 €,55.00 €,4.00 €,1.20 €,19.20 €,1.51 €,"19,000.00 €","24,818.67 €",Edit,186.04 €,0.10 €,25.88 €,Edit,34.05 €,30.50 €,8.00 €,Edit,340.33 €,"3,150.00 €",Edit,78.33 €,49.50 €,73.43 €,76.71 €,Edit,335.71 €,273.29 €,873.33 €,658.33 €,Edit,"1,675.00 €","1,308.50 €",Edit,"1,200.00 €",1.87
Albacete,10.50 €,25.00 €,7.65 €,2.50 €,2.25 €,1.40 €,1.77 €,1.12 €,Edit,0.65 €,0.93 €,0.93 €,1.99 €,7.50 €,5.00 €,10.90 €,1.50 €,1.82 €,1.70 €,1.25 €,1.20 €,0.97 €,0.98 €,0.28 €,4.50 €,0.39 €,1.20 €,4.92 €,Edit,1.20 €,15.00 €,3.00 €,1.10 €,10.00 €,1.27 €,"21,000.00 €","19,000.00 €",Edit,130.07 €,0.21 €,41.91 €,Edit,25.00 €,7.25 €,7.50 €,Edit,300.00 €,"3,722.00 €",Edit,71.12 €,24.50 €,70.00 €,88.80 €,Edit,516.67 €,425.00 €,700.00 €,566.67 €,Edit,"2,000.00 €","1,500.00 €",Edit,"1,225.00 €",2.08
Tempe,9.15 €,37.44 €,5.34 €,2.70 €,4.99 €,3.64 €,1.51 €,1.16 €,Edit,0.59 €,1.94 €,2.56 €,1.55 €,9.32 €,6.61 €,12.82 €,2.93 €,1.08 €,2.36 €,2.43 €,1.82 €,1.35 €,1.04 €,1.44 €,9.15 €,1.62 €,1.00 €,7.07 €,Edit,1.66 €,43.26 €,2.29 €,1.14 €,29.95 €,0.57 €,"13,727.17 €","16,361.68 €",Edit,131.49 €,0.02 €,64.92 €,Edit,20.80 €,8.32 €,8.74 €,Edit,721.02 €,"13,893.57 €",Edit,33.83 €,21.49 €,48.25 €,57.20 €,Edit,968.63 €,694.68 €,"1,521.28 €","1,182.56 €",Edit,"2,021.88 €","1,550.71 €",Edit,"2,909.33 €",3.91
Toulon,12.50 €,56.00 €,7.50 €,3.00 €,2.00 €,1.67 €,1.60 €,1.10 €,Edit,0.90 €,1.36 €,1.62 €,3.24 €,16.83 €,10.20 €,16.50 €,2.17 €,1.88 €,2.20 €,2.17 €,1.40 €,1.58 €,1.10 €,0.57 €,6.00 €,1.80 €,3.17 €,10.00 €,Edit,1.40 €,31.50 €,3.40 €,1.82 €,22.20 €,1.50 €,"27,500.00 €","22,916.67 €",Edit,129.52 €,0.12 €,17.33 €,Edit,38.50 €,21.00 €,10.35 €,Edit,250.00 €,"7,860.00 €",Edit,65.00 €,38.57 €,80.00 €,90.00 €,Edit,540.00 €,493.33 €,"1,025.00 €","1,000.00 €",Edit,"5,551.75 €","2,738.75 €",Edit,"1,915.67 €",1.63
Livorno,11.68 €,50.00 €,7.00 €,4.50 €,4.00 €,1.20 €,2.00 €,0.81 €,Edit,1.07 €,1.52 €,2.08 €,2.74 €,6.20 €,9.14 €,15.67 €,1.75 €,1.70 €,2.00 €,2.50 €,1.30 €,1.00 €,1.37 €,0.25 €,5.00 €,1.00 €,2.28 €,5.50 €,Edit,1.50 €,27.00 €,3.15 €,1.50 €,24.00 €,1.50 €,"20,700.00 €","16,500.00 €",Edit,170.00 €,0.06 €,29.40 €,Edit,46.67 €,19.00 €,8.00 €,Edit,450.00 €,"7,200.00 €",Edit,77.86 €,33.33 €,72.86 €,125.00 €,Edit,556.67 €,466.67 €,966.67 €,823.33 €,Edit,"2,490.00 €","2,566.67 €",Edit,"1,334.33 €",1.20
